"state","county","trump","clinton","romney","obama","voting_population","white_pct","black_pct","hispanic_pct","foreignborn_pct","female_pct","age29andunder_pct","age65andolder_pct","median_income","lesscollege_pct","rural_pct"
"Alabama","DeKalb",21405,3622,18331,5239,49580,81.0155490082749,1.47736724135501,14.0152529709461,7.27687948461311,50.4715451738867,39.0459139800104,15.5320918561541,38248,88.6340640809444,90.1306445035087
"Alabama","Elmore",27634,8443,26253,8954,61485,73.6885013031609,21.1124424076979,2.80148720925924,1.95165334683845,51.3976555455365,38.6637350692343,13.8876193534839,53398,77.761601455869,54.1883661399947
"Alabama","Escambia",9935,4605,9287,5489,29330,60.5940594059406,32.3300330033003,2.05940594059406,0.736633663366337,48.8052805280528,37.7372937293729,16.6574257425743,32334,88.3743498175607,63.5115738928469
"Alabama","Etowah",32353,10442,29130,12803,78780,78.4313535791337,15.2849665741126,3.62992560200459,2.88207579114383,51.6200187688051,36.3573038708242,17.3630796319766,40478,83.5081455032359,37.4834817581155
"Alabama","Fayette",6712,1362,6054,1817,13155,85.2291008758863,12.2385747482572,0.858011082643151,0.560090567836501,50.4796520288387,34.8149913603051,19.5495441816123,36205,85.8546501778757,80.2331651296329
"Alabama","Franklin",9466,2197,7567,3171,21935,78.0730370886517,4.06043138124347,16.0168498400532,8.88417318595002,50.7395559497039,39.460931808824,16.0358534190606,36138,87.6099006116208,70.3665152662125
"Alabama","Geneva",9994,1525,9175,2039,20515,84.0612740519335,9.42275359611433,3.70633289744069,1.67756398281338,51.1600971417896,35.2736783112273,18.9501214272371,36519,88.3382079234246,89.6416573348264
"Alabama","Greene",838,4013,804,4521,6595,17.1421916851054,81.1808547804821,0.617212064749039,0.25620123442413,52.3465703971119,37.6033539070688,18.0039594736229,21339,90.0251466890193,100
"Alabama","Hale",3173,4775,3210,5411,11565,39.9696549904347,58.2822085889571,1.20720364140115,1.03568836994525,53.0246058447127,38.0170195923214,17.6594762187479,33351,85.9712581875061,89.1687817258883
"Alabama","Henry",5632,2292,5628,3083,13335,68.5634491185198,27.8873567231047,2.53098271949729,1.71059521731541,51.7018676906965,33.6184325362192,20.6318729272124,41045,83.855658293102,87.7528609409317
"Alabama","Houston",30728,10664,29270,12367,78085,67.4524261004322,26.3747581599946,3.18699406108325,2.31685131532087,52.0824710513904,38.3979362986207,16.0485508850622,41945,78.9820976926229,33.804051325987
"Alabama","Jackson",16672,3673,14439,5822,40730,89.4920924574209,3.29417579075426,2.72772201946472,2.25631082725061,51.0283607055961,34.8426094890511,18.4515663017032,38422,87.421536140521,77.0173032483514
"Alabama","Jefferson",134768,156873,141683,159876,491015,50.6709189556605,42.3396591695292,3.68929564130263,3.92583174529962,52.6668345734157,39.6523419957032,14.3100549844029,47220,68.559752699525,9.83376514504925
"Alabama","Lamar",5823,1036,5457,1646,10960,86.1367837338262,11.2611972131381,1.42897767666714,0.846011659320347,51.5640551684914,34.0892933314375,20.2189677235888,34298,86.9373874774955,100
"Alabama","Lauderdale",27899,9952,23911,12511,72735,84.9915264299824,9.76349564447707,2.39310888267614,2.05308664630131,52.2230977644887,37.8029166351831,18.3126261590441,43657,78.3207702540065,49.2951061924948
"Alabama","Lawrence",10833,3627,8874,5069,25995,76.657793198337,11.3660156133162,2.06682020757934,0.726826787904167,51.329524721084,35.8687524302336,16.1517063978704,42339,89.6913817390191,91.2897871225138
"Alabama","Lee",34617,21230,32194,21381,115345,67.8675128453299,23.0865167882453,3.6902310535444,5.1576191806271,50.6148219841894,49.202647664456,10.3210845290912,45056,65.5878533613026,27.4094989554144
"Alabama","Limestone",29067,9468,25295,9829,67250,77.436653112778,12.6749171809389,5.68930941644415,4.3298580719501,49.9806109221445,37.5815726204062,13.910278427158,51115,76.7393126571668,57.6091420840279
"Alabama","Lowndes",1751,4883,1756,5747,8100,24.4013251301467,74.6426881211548,0.473260766682442,0.302886890676763,52.2479886417416,38.5328916232844,17.3402744912447,27914,87.7180739706909,100
"Alabama","Macon",1431,7566,1331,9045,16035,15.4236943710628,81.5332249542776,1.6460069091648,1.12781954887218,53.9118065433855,42.5828083722821,16.7496443812233,32390,79.9581118092476,55.5472683199702
"Alabama","Madison",89520,62822,90884,62015,261510,65.4310475379529,23.9829929737437,4.67521780251619,5.56071468370417,51.1148002845934,39.3998965634492,13.6679115246033,60150,59.3280730861946,16.4415147650465
"Alabama","Marengo",5233,5615,5336,6167,15310,45.4500149506628,52.7608890660819,0.946875311472142,0.907006877304894,52.9901325625436,37.5161965513804,18.6384929731885,30713,85.2109072300607,69.3156417938841
"Alabama","Marion",11274,1432,9697,2249,23725,92.0466946658289,3.24746188696716,2.40087304474354,1.61711696815371,50.5340785078872,34.313304011376,20.0965640398161,34074,87.5336614356022,88.8549519105797
"Alabama","Marshall",29233,4917,25867,6299,65925,82.3418029492035,2.09025324221973,12.9159878985339,7.17096494382973,50.708739712696,39.3191867476252,16.4046797977447,39831,83.4327557365148,53.2686870424322
"Alabama","Mobile",95116,72186,94893,78760,308975,57.8508825921876,35.2015853590834,2.64475935996679,3.10506383194421,52.1358175774999,40.7078599342008,14.5436420293948,44263,77.4876042678424,20.0202425228576
"Alabama","Monroe",5795,4332,5741,4914,16820,54.6666666666667,42.4163822525597,0.618885096700796,0.200227531285552,52.1183162684869,37.3014789533561,17.806598407281,28182,87.6049150607668,79.0445638980406
"Alabama","Montgomery",34003,58916,38332,63085,168750,35.9423374613003,56.6893294399099,3.31146214466648,4.35899240078807,52.6192654095131,41.6197579510273,13.2568428088939,45358,68.5404339250493,10.4912300589023
"Alabama","Morgan",37486,11254,35391,13439,88065,76.6191292710468,12.0530299861988,7.81146752540672,4.31851449123834,50.7766300029275,37.4739659570909,15.7534189285266,46883,78.5708190606219,38.5973721650347
"Alabama","Perry",1407,3824,1506,4568,7625,29.6266233766234,68.5876623376623,0.953733766233766,0.375405844155844,52.6075487012987,41.5178571428571,18.8616071428571,24912,85.5074903214947,100
"Alabama","Pickens",5456,3972,5124,4455,15585,54.8548049096897,41.7722782157469,2.42490769384293,1.55673086518312,50.7184911685461,35.8547051192496,17.922363037621,31679,88.8809997159898,100
"Alabama","Pike",7693,5056,7963,6035,25630,56.5615890855546,37.4162334345043,2.19370736544761,3.88556660756679,52.3244282837996,48.9617453496409,14.2831385040719,33193,76.0118258741972,51.6793823520472
"Alabama","Randolph",7705,2291,7224,3078,17375,75.4366570860049,19.1863807207606,2.92283882378952,1.59628565111652,51.2491709042671,35.7638735352642,19.3942073844793,37496,84.6208090262196,81.342469340549
"Alabama","Russell",9210,9579,8278,10500,43135,48.7158059894945,42.0202605907634,5.07196943857016,2.84296336721468,51.3626441094208,42.533597107579,12.603178934443,38400,82.9858950425223,35.4089938995599
"Alabama","St. Clair",31651,5589,29031,5801,65815,86.3033635187581,9.35478654592497,2.2650619109222,1.75568286823138,49.7574385510996,36.9582794307891,15.2455645906487,54042,83.8961601225564,72.7967652793894
"Alabama","Shelby",73020,22977,71436,20051,149210,78.8959509786308,11.5634301362946,5.75913688207389,5.46052216303878,51.3971769984122,38.5902471947211,12.9720176158407,72310,58.5770085672975,22.9448701847912
"Alabama","Sumter",1581,4746,1586,5421,10390,24.5765901392548,71.6597666541212,0.293564170116673,2.02484004516372,53.8200978547234,43.8765525028227,16.2288295069627,20428,81.8796810823871,100
"Alabama","Talladega",20614,12121,19246,13905,62160,63.5194986244248,32.0502856014903,2.16144194825863,1.54089097795379,51.463784744069,37.0109922647026,16.1466622253476,37923,86.9090779204543,55.8153382508415
"Alabama","Tallapoosa",13594,5519,12396,6319,31945,69.073196933444,27.0252453733092,2.41222715952927,1.45759070267103,52.6466136041799,35.0676302553836,19.515113042629,39395,82.6841923209962,74.2262591311034
"Alabama","Tuscaloosa",47723,31762,45748,32048,155400,62.9788957430941,30.9614710254802,3.29232334507164,3.52001027307614,51.7600051365381,47.1716937240395,11.7221725580453,48022,70.6305062725833,25.5080757849745
"Alabama","Walker",24266,4497,21651,6557,50325,89.564435229369,5.65761590413611,2.26091198755965,1.42850609058893,51.2996813684387,36.1181833427347,18.1284588294483,37025,89.4571910678676,74.087999641914
"Alabama","Washington",6042,2374,5761,2976,12865,65.0600272044473,24.773789106393,1.29516825359276,1.02903779052576,50.3873676740197,37.5303093027382,16.7189070908983,40293,90.3766053453662,100
"Alabama","Wilcox",1737,4339,1679,4868,8520,27.4305243277273,71.9489162694487,0.557604101088227,0,51.776238870402,39.1761849087148,17.7533950894865,24442,88.6977556780003,100
"Alabama","Winston",9228,872,8312,1286,18770,94.2739349519011,0.408112272519052,2.91508766085037,1.3076250364386,50.8016491067339,33.3735893057927,20.022487819098,33896,86.9109644552507,84.8921744812939
"Arizona","Apache",8240,17083,8250,17147,50380,18.5718629917342,0.486550742266331,5.94780637492052,1.71951455505488,50.5985127028447,45.8546429657479,13.3220910623946,32460,88.9410632888197,74.0610755334321
"Arizona","Cochise",28092,17450,29497,18546,92915,56.2994921085686,3.71439493824945,34.4032080638492,11.4583739672484,49.0696458803061,37.9022757593016,19.7562745266311,45383,76.837055267605,36.3010674097422
"Arizona","Coconino",21108,32404,21220,29257,104265,54.6195967087727,1.34285548731023,13.7110325646077,4.82529841233051,50.5816143237919,48.946140920153,10.8739425194113,51106,65.7914394561888,31.4660655701118
"Arizona","Gila",14182,7003,13455,7697,41290,63.2223246018165,0.552849809135185,18.5486752289438,4.24979785253578,50.2961695406081,32.2382895503864,26.3976381654412,40593,82.262624166818,41.0619997387914
"Arizona","Graham",8025,3301,8076,3609,25960,51.4615364118415,1.81193210583815,32.0978443337153,4.38594153854353,46.3135175464308,46.3934557275707,12.3158091076234,47422,86.6759436423726,46.4373992477163
"Arizona","Greenlee",1892,1092,1592,1310,6355,47.7775368603643,1.77797051170859,46.5091066782307,4.57502168256722,46.8235039028621,44.7528187337381,11.5242844752819,51813,87.8031878031878,46.5686855517364
